longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-117.92,33.57,37,3355,492,921,366,7.2988,500001,NEAR OCEAN
-118.19,34.02,40,474,124,546,121,2.3438,137500,<1H OCEAN
-118.08,34.02,14,3789,810,2551,793,2.9321,144200,<1H OCEAN
-122.35,37.93,39,2002,416,1166,395,1.7257,91500,NEAR BAY
-117.25,32.82,23,6139,826,2036,807,9.5245,500001,NEAR OCEAN
-118.04,33.93,36,1045,239,1165,230,3.1979,161800,<1H OCEAN
-117.66,33.6,25,3745,522,1648,496,7.5488,278100,<1H OCEAN
-121.88,37.32,30,1242,338,1438,325,2.6607,169300,<1H OCEAN
-118.24,33.98,45,173,42,230,57,3.0724,110700,<1H OCEAN
-121.98,37.36,32,1199,229,814,238,4.6719,252100,<1H OCEAN
-122.23,37.8,50,1746,480,1149,415,2.25,123500,NEAR BAY
-122.4,37.68,41,2267,486,1045,459,4.1146,272200,NEAR BAY
-118.91,35.27,29,1401,317,1344,306,2.0921,61400,INLAND
-118.45,34.15,10,1091,260,517,266,4.1727,332600,<1H OCEAN
-119.76,36.81,19,4643,1429,4638,1335,1.2716,69400,INLAND
-122.44,37.66,36,1447,276,799,275,4.7639,265600,NEAR OCEAN
-122.24,37.55,3,6164,1175,2198,975,6.7413,435900,NEAR BAY
-122.94,38.57,33,1530,266,728,250,5.1005,266700,<1H OCEAN
-119,35.4,44,2250,378,928,379,4.3906,93900,INLAND
-116.26,33.65,3,7437,1222,574,302,10.2948,382400,INLAND
-123.2,39.16,14,1908,484,1195,467,1.7929,82300,<1H OCEAN
-118.36,34.09,30,2353,728,1365,718,2.0702,283300,<1H OCEAN
-118.04,34.18,37,3134,532,1220,508,5.2865,455400,INLAND
-120.76,38.76,21,3509,606,1576,564,2.6392,148500,INLAND
-117.78,34.13,18,7798,1161,3710,1227,5.8819,260500,INLAND
-121.35,38.56,16,2629,491,1265,485,4.5066,140200,INLAND
-122.4,37.76,52,1185,246,480,253,4.4074,277300,NEAR BAY
-121.43,38.57,46,2443,476,939,457,3.5893,142000,INLAND
-117.25,32.78,36,1527,427,710,312,2.7857,291700,NEAR OCEAN
-120.26,37.99,12,2726,517,1351,474,3.5,107100,INLAND
-115.84,33.49,20,1660,379,637,250,2.0347,68900,INLAND
-122.02,37.26,34,1764,243,692,223,8.0331,500001,<1H OCEAN
-122.27,37.78,52,1222,264,630,265,3.7708,215300,NEAR BAY
-117.2,32.83,35,1377,350,792,313,2.8472,161400,NEAR OCEAN
-122.29,37.87,46,1267,324,792,321,2.525,165900,NEAR BAY
-120.97,37.63,39,2360,607,2047,605,1.7054,58800,INLAND
-117.18,32.95,4,19001,2688,8980,2441,6.3237,260900,<1H OCEAN
-118.12,34.1,34,2918,555,1435,568,4.2344,306300,<1H OCEAN
-118.36,34.17,31,1939,505,1584,466,2.5234,199500,<1H OCEAN
-117.04,32.79,23,2491,350,863,348,6.7196,306800,<1H OCEAN
-121.43,38.55,44,3514,714,1509,656,2.7333,100100,INLAND
-117.9,33.64,36,2017,357,850,348,5.0532,310900,<1H OCEAN
-117.24,32.78,44,2172,431,892,420,4.1742,342200,NEAR OCEAN
-121.48,38.56,52,814,216,327,181,2.8542,125000,INLAND
-121.67,37.99,22,1046,195,527,164,4.375,213500,INLAND
-118.1,34.14,26,6262,1645,3001,1505,3.6572,213200,<1H OCEAN
-121.96,38.35,20,1415,266,667,250,4.0938,117300,INLAND
-121.91,37.36,42,3224,708,1940,674,3.2153,199700,<1H OCEAN
-118.06,34.04,28,1516,363,1011,344,2.6288,160300,<1H OCEAN
-118.13,34.2,45,1213,206,529,231,5.6629,234000,INLAND
-117.18,32.84,30,2290,523,1272,472,3.5606,165100,NEAR OCEAN
-118.39,34.17,26,6429,1611,2806,1491,3.1929,265200,<1H OCEAN
-122.04,36.96,32,1438,306,802,293,4.1964,202000,NEAR OCEAN
-118.07,34.51,14,2798,459,1236,404,4.8667,239900,INLAND
-121.94,37.35,52,906,227,1662,219,3.1667,231600,<1H OCEAN
-117.39,34.07,15,1966,331,1118,323,3.8558,122700,INLAND
-118.46,34.04,19,3522,1036,1820,977,3.2663,337500,<1H OCEAN
-116.96,32.8,24,2493,693,1420,643,1.8357,104200,<1H OCEAN
-118.44,34.04,31,2670,662,1535,631,3.0714,347800,<1H OCEAN
-118.85,34.14,24,1999,244,759,247,8.7657,366300,<1H OCEAN
-121.56,39.08,26,1377,289,761,267,1.4934,48300,INLAND
-121.84,37.33,26,1934,408,2059,416,3.6765,163600,<1H OCEAN
-121.96,37.74,2,200,20,25,9,15.0001,350000,<1H OCEAN
-122.47,37.78,52,2388,507,1078,494,3.5221,443300,NEAR BAY
-117.48,33.91,22,3611,666,1869,649,4.2207,141100,INLAND
-118.33,33.89,39,1880,361,982,357,4.1953,226900,<1H OCEAN
-120.7,35.76,15,1914,425,1130,421,2.2165,90600,<1H OCEAN
-118.2,34.04,52,1249,307,1223,297,2.07,136300,<1H OCEAN
-122.67,38.43,17,1804,304,750,298,4.5588,196400,<1H OCEAN
-117.88,33.74,31,1120,296,1718,268,2.8077,140300,<1H OCEAN
-121.13,37.73,40,1126,220,667,235,3.3158,125900,INLAND
-121.39,38.55,25,2171,431,1053,422,3.5278,126200,INLAND
-119.09,36.21,38,1901,453,1613,400,1.8828,44600,INLAND
-121.93,37.73,23,2564,347,1043,351,6.2048,275000,<1H OCEAN
-119.1,36.21,38,727,173,559,176,2.4653,49500,INLAND
-118.17,34.12,37,2246,481,995,459,4.2944,354700,<1H OCEAN
-124.06,41.13,22,3263,799,1384,578,2.4708,119400,NEAR OCEAN
-121.62,36.14,25,726,274,411,214,3.2375,450000,NEAR OCEAN
-118.3,33.72,28,2647,658,1459,595,3.4474,253400,NEAR OCEAN
-121.35,37.96,21,1343,183,462,193,5.8995,189900,INLAND
-122.42,37.79,52,3457,1021,2286,994,2.565,225000,NEAR BAY
-122.52,38.27,18,2405,390,872,367,5.2155,248300,<1H OCEAN
-119.1,36.43,24,1039,190,643,193,2.6711,71300,INLAND
-121.81,38.01,47,1942,430,1074,393,2.2361,105100,INLAND
-124.16,40.78,46,1975,346,791,349,3.8,81800,NEAR OCEAN
-117.32,33.96,19,3216,666,1363,629,3.7585,144500,INLAND
-121.01,37.62,35,2074,477,1687,431,2.0885,73700,INLAND
-119.81,36.6,24,2246,462,1291,394,2.4006,76400,INLAND
-119.34,36.32,14,1204,227,633,247,3.925,83800,INLAND
-121.31,38.59,35,3295,560,1454,536,3.1711,101900,INLAND
-118.31,33.8,30,3096,757,2048,704,3.125,233300,<1H OCEAN
-121.34,38.69,17,1968,364,996,331,3.7031,114300,INLAND
-118.24,33.95,37,649,147,653,147,1.4792,97500,<1H OCEAN
-116.89,33.48,14,1016,219,443,169,2.8071,137500,INLAND
-122.49,37.89,23,1650,403,541,336,6.0238,500001,NEAR BAY
-117.85,34.14,35,2899,429,1251,429,6.1049,297200,INLAND
-117.09,32.73,26,3114,686,1948,660,2.8942,124100,NEAR OCEAN
-118.98,34.16,16,2476,402,1251,387,5.7676,241300,<1H OCEAN
-121.42,38.53,37,1958,367,1171,366,2.8298,71200,INLAND
-121.92,37.29,32,1260,199,560,207,6.5858,346700,<1H OCEAN
-118.21,34.14,44,1681,407,1105,387,3.2222,186500,<1H OCEAN
-117.09,32.83,15,4138,636,2001,677,4.8419,264000,<1H OCEAN
-118.27,34.15,7,2837,776,2287,736,3.008,229000,<1H OCEAN
-121.71,36.9,16,1680,285,1103,275,4.6125,253800,<1H OCEAN
-118.5,34.24,34,2634,412,1114,423,5.9401,315300,<1H OCEAN
-116.98,34.13,16,2098,449,342,143,4.0333,133900,INLAND
-116.88,32.86,9,3049,471,1527,515,5.0733,196600,<1H OCEAN
-118.16,33.92,36,2062,351,1134,358,4.4881,218900,<1H OCEAN
-118.29,34.1,39,631,298,744,274,2.7054,162500,<1H OCEAN
-118,33.81,22,2642,640,1702,588,3.5268,174700,<1H OCEAN
-121.35,38.62,28,4175,796,2032,830,3.4299,164000,INLAND
-117.38,34,45,2881,514,1470,515,3.3687,123800,INLAND
-123.58,39.66,15,1839,489,887,332,2.2429,100000,<1H OCEAN
-118.42,34.16,46,54,9,20,6,0.536,375000,<1H OCEAN
-122.47,37.99,22,7274,1002,2468,957,7.494,439200,NEAR BAY
-121.02,37.64,42,1437,307,1035,284,2.1036,88300,INLAND
-122.42,37.78,26,812,507,628,445,2.3304,500001,NEAR BAY
-116.94,34.24,27,12342,2630,1300,566,1.998,153500,INLAND
-117.83,33.89,25,1737,270,840,265,4.625,245700,<1H OCEAN
-119.35,36.42,18,1115,193,1742,176,2.7969,123800,INLAND
-118.35,34.27,32,604,108,314,113,6.2037,205400,<1H OCEAN
-118.02,33.9,36,2417,421,1276,426,5.5601,205200,<1H OCEAN
-118.52,34.19,42,881,170,464,163,2.9511,203900,<1H OCEAN
-121.01,37.68,33,828,123,373,133,5.5,146200,INLAND
-116.44,34.16,19,1867,361,758,321,2.8929,98100,INLAND
-117.2,32.77,31,1952,471,936,462,2.8621,196900,NEAR OCEAN
-121.87,37.42,25,4430,729,2685,721,5.6965,261100,<1H OCEAN
-118.4,33.87,34,3145,786,1352,727,5.0976,469800,<1H OCEAN
-118.16,33.79,25,3742,1180,3916,1063,2.4,153700,NEAR OCEAN
-119.23,35.74,16,2275,659,1914,614,2.033,68400,INLAND
-118.29,33.79,10,3708,1016,2855,948,2,165400,<1H OCEAN
-122.04,37.38,38,2850,550,1518,514,4.2028,273600,<1H OCEAN
-118.38,33.87,21,4151,1018,2054,925,4.9821,292900,<1H OCEAN
-121.37,38.64,27,1672,299,757,282,3.6786,159700,INLAND
-118.34,33.9,36,1158,219,628,253,4.7426,242700,<1H OCEAN
-117.87,33.99,21,2837,515,2031,555,4.9271,209700,<1H OCEAN
-118.64,34.18,33,3808,623,1784,615,5.1641,263400,<1H OCEAN
-117.02,33.81,10,6317,1335,2625,1094,2.3,108900,INLAND
-118.25,33.92,36,949,164,502,163,4.1042,124400,<1H OCEAN
-121.28,37.9,28,371,71,171,70,0.9614,55700,INLAND
-117.77,33.71,4,1646,321,859,300,5.5631,227800,<1H OCEAN
-118.48,34.04,47,1956,277,724,277,8.9616,500001,<1H OCEAN
-118.47,34.19,33,3879,943,2113,843,3.892,292900,<1H OCEAN
-117.04,32.63,26,2756,422,1166,398,5.1354,181600,NEAR OCEAN
-118.39,33.89,38,1851,332,750,314,7.3356,422700,<1H OCEAN
-118.19,33.9,36,2326,543,2073,494,1.9952,112900,<1H OCEAN
-121.83,39.1,42,1282,198,451,159,3.2917,97900,INLAND
-120.87,37.62,30,455,70,220,69,4.8958,142500,INLAND
-122.24,37.81,52,1490,238,634,256,6.0302,287300,NEAR BAY
-117.92,33.85,38,2082,532,1592,510,2.3704,166100,<1H OCEAN
-122.24,37.79,39,1469,431,1464,389,2.1638,105500,NEAR BAY
-118.54,34.24,24,4631,1164,2360,1083,3.0977,264000,<1H OCEAN
-120.19,36.61,29,1479,338,1408,322,2.293,57200,INLAND
-121.57,37.02,17,2889,624,2681,608,2.9417,178000,INLAND
-122.47,37.76,48,2064,484,1055,467,2.8711,329600,NEAR BAY
-121.35,38.59,29,1285,193,460,206,5.3243,265700,INLAND
-122.8,38.39,26,2273,474,1124,420,2.9453,166700,<1H OCEAN
-121.02,37.67,32,3951,797,1916,740,2.6722,111500,INLAND
-117.99,33.86,36,1138,228,725,219,3.4167,187200,<1H OCEAN
-122.11,37.37,22,1477,195,520,187,10.3329,500001,NEAR BAY
-118.77,34.28,26,2873,480,1915,475,5.3681,187700,<1H OCEAN
-120.47,37.28,19,1548,319,1227,309,1.7756,73300,INLAND
-121.26,37.96,40,535,105,335,102,2.5234,62800,INLAND
-117.13,32.7,42,1210,292,945,258,0.8991,78900,NEAR OCEAN
-118.2,33.98,32,1403,399,1506,375,2,172700,<1H OCEAN
-122.85,38.77,18,2856,513,1027,405,4.6953,241700,<1H OCEAN
-118.95,34.81,30,2817,604,1089,412,3.1364,123500,INLAND
-122.02,37.34,28,2488,396,1190,410,5.7881,344700,<1H OCEAN
-117.28,33.92,35,3623,841,2721,766,2.1574,86900,INLAND
-117.08,32.7,36,2103,390,1279,392,2.4135,97000,NEAR OCEAN
-117.04,33.01,28,922,107,314,97,8.4721,342300,<1H OCEAN
-117.24,32.95,18,1591,268,547,243,5.9547,329300,NEAR OCEAN
-122.49,38.27,8,5092,988,1657,936,3.5625,213200,NEAR BAY
-117.27,34.5,7,2045,342,878,292,6.0296,194100,INLAND
-121.35,38,6,1649,369,732,350,3.4231,123800,INLAND
-118.3,33.76,18,9659,1716,4336,1674,5.7764,290500,<1H OCEAN
-117.87,33.71,16,3397,686,1924,621,4.9148,155500,<1H OCEAN
-120.44,37.31,16,3369,532,1770,574,5.2662,126200,INLAND
-117.31,33.67,9,981,169,596,156,3.1832,157400,<1H OCEAN
-121.92,36.62,52,1001,191,425,184,3.7614,241700,NEAR OCEAN
-117.05,33.13,22,2427,390,1099,362,5.2323,167500,<1H OCEAN
-118.44,34.22,41,1030,214,664,223,3.8083,183800,<1H OCEAN
-122.28,37.88,52,2495,491,1058,464,4.1429,259600,NEAR BAY
-117.2,32.78,38,2662,498,1132,496,4.0057,241600,NEAR OCEAN
-117.91,33.61,38,1232,178,410,171,11.075,500001,<1H OCEAN
-121.75,36.91,32,1461,422,1494,416,2.8056,173200,<1H OCEAN
-120.85,37.08,3,3425,611,1588,459,4.1779,147800,INLAND
-121.99,36.98,25,2113,422,1365,439,4.6484,234600,NEAR OCEAN
-120.95,37.61,17,4054,654,2034,667,4.6833,142200,INLAND
-117.7,33.47,21,2208,534,1423,482,3.5915,305600,<1H OCEAN
-121.89,37.35,47,2879,631,2229,606,3.2599,183100,<1H OCEAN
-119.63,36.76,22,4126,614,1795,613,4.925,154700,INLAND
-122.17,37.7,24,1755,365,952,362,4,202600,NEAR BAY
-117.19,32.77,9,634,152,248,133,3.8571,143800,NEAR OCEAN
-117.78,33.7,16,1663,250,597,204,5.409,233900,<1H OCEAN
-117.06,32.56,17,2803,683,2768,676,1.7958,140400,NEAR OCEAN
-121.76,38.55,23,8800,1857,6330,1832,2.065,219400,INLAND
-119.27,34.29,32,2274,406,982,393,5.3254,385200,NEAR OCEAN
-119.02,35.41,31,2348,701,1413,611,1.3222,51400,INLAND
-117.35,33.98,31,4163,1242,3928,1076,1.6943,85900,INLAND
-121.13,36.21,34,2504,550,1810,547,3.4821,113700,<1H OCEAN
-117.06,33.04,17,1785,255,667,277,5.7382,278000,<1H OCEAN
-118.39,37.37,25,3295,824,1477,770,1.8325,105800,INLAND
-122.3,37.9,38,2263,522,1027,509,3.5125,224200,NEAR BAY
-121.64,36.72,17,4203,816,2900,827,4.1742,159900,<1H OCEAN
-118.08,34.08,38,1889,407,1330,396,3.9219,205200,<1H OCEAN
-117.87,33.69,4,2337,768,983,655,3.7174,275000,<1H OCEAN
-121.59,39.15,48,1783,399,938,374,1.6652,58900,INLAND
-121.14,38.16,14,2591,497,1371,479,3.5774,113900,INLAND
-121.89,38.02,36,2707,550,1827,545,3.3371,94600,INLAND
-118.15,33.97,32,1174,373,1758,361,2.4263,158100,<1H OCEAN
-122.41,37.75,52,1057,276,837,292,2.4531,229000,NEAR BAY
-116.99,32.74,17,3101,547,1410,486,3.1771,189900,<1H OCEAN
-121.97,37.52,26,3761,623,1776,613,4.5317,232600,<1H OCEAN
-121.94,36.97,31,1738,422,746,355,2.5172,330800,NEAR OCEAN
-121.28,38.61,23,2547,504,1235,469,2.4722,103300,INLAND
-117.9,34.09,39,1726,333,892,335,4.3409,191800,<1H OCEAN
-121.96,37.95,25,4026,791,1850,709,4.1483,181200,INLAND
-116.25,33.75,33,278,91,375,81,2.025,50000,INLAND
-118.15,34.02,43,2172,605,2386,597,2.8239,150600,<1H OCEAN
-118.43,34.08,46,778,90,238,93,15.0001,500001,<1H OCEAN
-118.17,34.09,45,1327,271,1069,284,3.3977,153800,<1H OCEAN
-117.78,33.68,15,1834,330,841,309,6.0634,234300,<1H OCEAN
-122.25,38.15,24,2917,543,1878,531,3.7014,123600,NEAR BAY
-122.3,37.88,45,453,146,749,137,1.475,187500,NEAR BAY
-117.97,33.83,16,2035,564,1118,503,3.2546,187500,<1H OCEAN
-122.55,38.1,26,5188,892,2341,906,5.0029,255600,NEAR BAY
-118.27,33.82,39,1357,249,763,229,4.25,200300,<1H OCEAN
-118.19,33.97,34,2700,763,2815,767,2.4196,178400,<1H OCEAN
-116.85,32.83,17,4234,770,2191,725,3.6445,197600,<1H OCEAN
-122.46,37.78,52,3088,727,1636,662,2.8553,360700,NEAR BAY
-122.27,40.53,17,2255,416,1171,411,2.875,129800,INLAND
-124.16,40.8,52,2167,480,908,451,1.6111,74700,NEAR OCEAN
-122.94,38.64,26,4050,712,2072,636,4.0781,287800,<1H OCEAN
-120.84,37.47,11,2285,499,1468,471,2.7857,110300,INLAND
-119.65,36.37,4,3725,783,1478,600,3.5486,148000,INLAND
-122.46,37.73,52,2857,469,1431,496,5.2088,344200,NEAR BAY
-116.98,32.71,18,2355,444,1277,433,3.4551,121400,<1H OCEAN
-122.05,36.96,30,971,185,644,173,4.2045,226500,NEAR OCEAN
-117.98,33.7,17,1989,411,1401,453,4.1603,160500,<1H OCEAN
-121.93,37.28,34,2422,370,1010,395,5.6494,376200,<1H OCEAN
-118.46,34.03,39,1244,283,886,284,3.125,325000,<1H OCEAN
-118.08,33.93,33,2263,511,1626,457,3.5556,172800,<1H OCEAN
-122.04,37.3,26,1714,270,778,262,6.075,417000,<1H OCEAN
-122.26,37.78,52,1045,239,496,216,2.9213,190800,NEAR BAY
-118.15,34.04,39,1099,263,787,269,3.7794,194600,<1H OCEAN
-121.83,37.23,22,5507,841,2785,848,6.0889,245200,<1H OCEAN
-118.37,33.81,33,5057,790,2021,748,6.8553,482200,NEAR OCEAN
-117.37,33.97,34,3676,697,2653,682,2.5804,92400,INLAND
-117.75,34.08,33,2824,523,1797,493,3.6359,135100,INLAND
-117.64,34.02,6,248,47,119,42,2.125,416700,INLAND
-120.4,34.95,8,1885,286,835,290,5.0206,261000,<1H OCEAN
-122.18,37.41,21,1034,117,323,117,10.7237,500001,NEAR OCEAN
-122.07,37.34,33,1208,198,495,216,5.4659,500001,<1H OCEAN
-118.19,33.89,38,4018,986,3702,927,2.9293,113600,<1H OCEAN
-121.21,38.75,11,4552,639,2006,623,4.3962,264400,INLAND
-118.32,33.98,47,949,210,574,217,2.175,114700,<1H OCEAN
-121.91,39.14,45,845,155,343,136,2.125,62000,INLAND
-122.18,37.8,34,1355,195,442,195,6.2838,318200,NEAR BAY
-117.11,33.15,14,8374,1407,2916,1295,4.7019,191100,<1H OCEAN
-121.01,37.69,20,3275,760,1538,705,2.48,135600,INLAND
-117.3,33.85,15,3991,751,2317,657,2.9542,127900,INLAND
-117.07,32.69,29,1429,293,1091,317,3.4609,118000,NEAR OCEAN
-117.43,33.55,8,446,62,188,68,9.4356,465600,<1H OCEAN
-118.4,33.97,35,913,161,451,172,5.6169,411200,<1H OCEAN
-118.14,33.76,50,914,167,322,165,4.7361,418800,NEAR OCEAN
-121.83,37.95,17,1133,244,716,235,2.875,162500,INLAND
-121.38,38.66,17,3778,939,2393,862,1.8972,100500,INLAND
-120,38.93,17,8005,1382,999,383,3.9722,313400,INLAND
-118.09,34.12,38,1713,285,779,286,5.6152,359900,<1H OCEAN
-117.31,34.14,38,2011,448,1190,403,1.8654,89400,INLAND
-121.3,38.71,17,5434,1106,2755,1047,2.8226,99900,INLAND
-117.43,34.09,18,3172,632,1621,573,2.7437,120200,INLAND
-118.49,34.25,30,2871,470,1335,458,5.0232,253900,<1H OCEAN
-119.04,35.31,11,2161,371,1267,388,4.1957,92700,INLAND
-118.21,34.05,45,2146,607,2868,625,2.121,144000,<1H OCEAN
-118.76,34.26,26,1750,284,962,278,4.5673,190400,<1H OCEAN
-122.42,37.8,52,3067,870,2122,850,2.5603,287500,NEAR BAY
-118.23,34.16,31,3105,582,1359,547,5.1718,429100,<1H OCEAN
-120.03,38.19,26,7005,1358,416,189,2.125,132500,INLAND
-116.96,32.8,25,3421,803,1681,742,3.369,134400,<1H OCEAN
-119.72,36.32,40,1185,221,676,256,2.2721,52600,INLAND
-118.14,34.06,39,2390,444,1246,422,3.7857,245700,<1H OCEAN
-121.9,37.45,18,4900,814,2984,758,6.6176,276200,<1H OCEAN
-118.27,33.87,21,6108,1130,3244,1113,4.2768,181400,<1H OCEAN
-122.22,38.07,4,15654,2394,7025,2168,5.8171,225200,NEAR BAY
-117.93,33.65,27,1283,406,1063,376,2.75,275000,<1H OCEAN
-122.11,37.39,36,1660,261,655,249,6.3967,500001,NEAR BAY
-122.28,37.75,20,1156,365,583,326,3.1972,100000,NEAR BAY
-118.32,33.75,33,2996,398,1048,387,9.267,500001,NEAR OCEAN
-121.96,38.02,35,2691,542,1409,505,3.016,95300,INLAND
-118.51,34.2,34,2871,581,1350,535,3.7049,227500,<1H OCEAN
-121.95,37.38,22,765,198,390,176,3.1812,87500,<1H OCEAN
-121.29,38.6,29,1276,225,600,223,4.0938,109100,INLAND
-121.3,38.66,32,2915,492,1292,454,3.3188,117100,INLAND
-118.2,34.11,46,3659,1068,4153,993,2.5211,162900,<1H OCEAN
-118.34,33.91,17,3724,1023,2536,971,3.2649,202100,<1H OCEAN
-121.98,38.35,16,1697,267,832,277,4.4375,132600,INLAND
-118.26,34.14,51,902,320,650,334,1.5417,268800,<1H OCEAN
-122.28,37.85,48,2063,484,1054,466,2.2625,132900,NEAR BAY
-118.94,35.4,14,5548,941,2815,935,4.2214,104600,INLAND
-117.62,34.08,30,1372,235,1047,225,3.1597,116300,INLAND
-122.02,37.99,37,2247,416,1237,397,4.45,161900,NEAR BAY
-118.33,34.2,43,1325,254,613,248,3.6071,289000,<1H OCEAN
-118.24,34.06,8,1204,552,1074,517,1.0227,87500,<1H OCEAN
-117.12,32.66,52,16,4,8,3,1.125,60000,NEAR OCEAN
-117.09,33.1,21,2876,539,1387,499,3.8292,177000,<1H OCEAN
-121.85,37.22,21,6203,798,2494,800,7.7201,362700,<1H OCEAN
-118.16,34.68,17,2994,832,1571,695,2.5902,85400,INLAND
-118.14,33.89,33,2867,786,1774,705,2.9292,183400,<1H OCEAN
-118.28,34.26,32,1079,207,486,167,4.9833,213000,<1H OCEAN
-118.31,33.86,29,2243,361,1051,352,6.6632,325200,<1H OCEAN
-118.27,34.1,41,3729,740,1364,707,5.7778,412700,<1H OCEAN
-117.8,34.03,25,4240,643,1885,637,6.2384,247600,<1H OCEAN
-117.93,33.88,32,2458,359,967,409,7.2893,293500,<1H OCEAN
-119.27,34.27,52,459,112,276,107,2.375,198400,NEAR OCEAN
-122.09,37.69,20,4296,817,1732,800,4.8036,188300,NEAR BAY
-117.9,33.72,33,2613,562,3150,543,4.3899,180700,<1H OCEAN
-120.46,34.64,11,562,164,504,147,2.0161,118800,NEAR OCEAN
-119.33,36.32,23,3137,628,1446,548,2.5,85500,INLAND
-122.75,38.41,17,3150,588,1857,610,3.9688,165000,<1H OCEAN
-117.72,33.61,26,2033,463,618,450,2.5685,80400,<1H OCEAN
-122.27,38.29,36,1446,306,678,295,2.8409,153000,NEAR BAY
-117.26,33.05,14,2323,373,1057,372,6.2513,240900,NEAR OCEAN
-122.46,37.71,44,364,102,339,98,2.483,214300,NEAR OCEAN
-118.29,34.18,10,4292,1075,2719,987,3.6974,286600,<1H OCEAN
-122.06,37.32,30,3033,540,1440,507,6.2182,380800,<1H OCEAN
-122.31,37.58,44,1990,442,1141,424,3.9696,258300,NEAR BAY
-118.42,34.25,36,1430,331,1502,312,3.6292,145200,<1H OCEAN
-116.99,32.73,30,1856,339,1103,379,4.0357,153800,<1H OCEAN
-118.36,34.03,40,2323,661,1847,614,1.8316,113500,<1H OCEAN
-122.4,37.72,47,1167,250,953,253,4.2727,241900,NEAR BAY
-117.05,32.57,13,2880,576,2450,567,3.1696,138000,NEAR OCEAN
-121.55,38.59,36,435,95,285,90,1.2292,69600,INLAND
-118.05,33.93,35,2107,480,2241,443,3.1513,150000,<1H OCEAN
-121.94,37.33,37,1822,329,845,348,4.75,251100,<1H OCEAN
-118.6,34.16,37,3441,584,1283,544,4.1656,313100,<1H OCEAN
-117.47,33.94,34,2086,417,1501,395,3.2311,105600,INLAND
-118.18,34.13,39,2902,460,1007,420,6.1953,363000,<1H OCEAN
-118.62,34.22,33,1636,275,866,289,5.6356,241300,<1H OCEAN
-121.24,37.93,21,1185,237,960,245,2.0893,65000,INLAND
-118.31,34.09,42,1951,846,2500,813,1.5195,218200,<1H OCEAN
-119.04,35.37,46,1637,338,714,297,2.1818,75300,INLAND
-118.46,34.27,28,1865,463,1182,440,2.6193,172300,<1H OCEAN
-117.14,32.75,35,1391,329,726,317,2.6818,159400,NEAR OCEAN
-118.49,34,32,3407,1071,1463,986,3.0369,500001,<1H OCEAN
-118.31,34.05,40,1667,365,1161,384,3.1406,417600,<1H OCEAN
-117.16,32.73,52,1682,617,873,534,2.0972,112500,NEAR OCEAN
-118.35,34.18,46,1840,379,866,360,3.3056,230400,<1H OCEAN
-121.89,37.27,28,1481,256,688,221,5.2088,240900,<1H OCEAN
-122.44,37.78,37,1235,314,481,297,3.6875,492300,NEAR BAY
-117.93,33.65,26,5831,1546,4738,1477,3.1483,213000,<1H OCEAN
-117.95,34.02,22,1919,411,1203,363,4.2578,144100,<1H OCEAN
-122.28,37.87,46,3022,696,1293,675,2.543,220700,NEAR BAY
-121.48,38.52,34,2561,497,1583,530,3.1583,95800,INLAND
-119.75,34.5,26,3563,579,1479,575,5.9522,438400,<1H OCEAN
-121.84,37.27,16,2429,387,1293,363,5.5,253200,<1H OCEAN
-119.93,35.2,29,1649,342,671,264,3.0602,69800,INLAND
-119.79,36.76,52,2408,498,1361,465,2.1055,61300,INLAND
-117.14,32.92,15,1558,314,949,332,5.2864,174400,<1H OCEAN
-117.89,34.07,32,2374,450,1580,427,3.8837,200300,<1H OCEAN
-117.77,33.6,33,247,80,167,70,3.7059,237500,<1H OCEAN
-117.06,32.71,25,2681,596,1947,553,2.8964,104300,NEAR OCEAN
-118.08,34.14,45,2923,604,1903,560,3.1729,218700,INLAND
-118.16,34.19,44,2195,449,1377,417,3.5887,153500,<1H OCEAN
-121.6,39.76,22,2447,556,1157,556,1.8245,85500,INLAND
-121.88,37.32,38,1787,508,2113,530,2.6386,177600,<1H OCEAN
-118.23,34.09,47,859,239,913,234,2.6442,136100,<1H OCEAN
-122.37,37.93,37,709,190,644,174,0.8641,84200,NEAR BAY
-122.42,37.73,50,3426,769,2261,671,2.888,246400,NEAR BAY
-116.94,32.84,32,1607,253,778,262,4.5278,166300,<1H OCEAN
-119.69,34.44,41,1989,271,666,269,6.8406,500001,<1H OCEAN
-118.31,33.92,35,1307,246,672,219,4.8456,146400,<1H OCEAN
-117.09,32.64,20,1999,651,1302,592,1.6321,57500,NEAR OCEAN
-121.49,38.53,40,2966,536,1225,505,3.125,130600,INLAND
-122.38,40.54,36,1216,240,647,228,2.6944,75300,INLAND
-117.95,33.66,22,2785,441,1086,392,7.3719,337400,<1H OCEAN
-118.32,34,50,2189,460,1097,469,2.4583,120900,<1H OCEAN
-122.01,37.25,31,1574,193,551,191,10.2311,500001,<1H OCEAN
-117.95,34.05,34,1428,227,890,249,5.8722,204800,<1H OCEAN
-118.4,34.26,13,4379,872,2560,853,4.2538,154300,<1H OCEAN
-117.06,34.03,27,1945,446,859,418,1.5203,126200,INLAND
-118.02,34.14,34,1077,257,478,199,2.6316,252800,INLAND
-121.76,36.83,28,1445,268,1017,284,3.6693,211000,<1H OCEAN
-117.08,32.59,30,144,52,220,48,2.3929,134400,NEAR OCEAN
